,acousticness,artist,danceability,date,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,position,speechiness,stream,tempo,time_signature,track_name,url,valence
494,0.498,Calvin Harris,0.736,2017-05-01,230813.0,0.795,1.21e-06,1.0,0.254,-3.299,0.0,41.0,0.0545,111819.0,104.066,4.0,Slide (feat. Frank Ocean & Migos),https://open.spotify.com/track/6gpcs5eMhJwax4mIfKDYQk,0.511
495,0.089,Katy Perry,0.446,2017-05-01,237915.0,0.793,0.0,0.0,0.211,-5.365,1.0,48.0,0.156,105788.0,189.891,4.0,Chained To The Rhythm,https://open.spotify.com/track/5ndfVSDyPq90jaIUhNPeby,0.47
496,0.206,Carlos Vives,0.746,2017-05-01,227457.0,0.961,1.84e-06,0.0,0.329,-2.243,1.0,53.0,0.13,88842.0,179.984,4.0,La Bicicleta,https://open.spotify.com/track/43it4kot08akLzFIEMhXNN,0.951
497,0.0533,DJ Khaled,0.599,2017-05-01,288877.0,0.667,0.0,7.0,0.134,-4.267,1.0,59.0,0.0367,79546.0,80.984,4.0,I'm the One,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2,0.817
498,0.441,Julión Álvarez y su Norteño Banda,0.719,2017-05-01,178307.0,0.486,0.0,0.0,0.38,-5.269,1.0,84.0,0.0376,58037.0,128.024,4.0,Afuera Está Lloviendo,https://open.spotify.com/track/3kvLHU836sKZdEdZpRGFFj,0.593
499,0.637,Gerardo Ortiz,0.656,2017-05-01,174347.0,0.412,0.0,7.0,0.218,-7.19,1.0,103.0,0.0266,49167.0,139.99,4.0,Para Qué Lastimarme,https://open.spotify.com/track/3jK9UGmZEjHnO2IAOduZ5U,0.792
500,0.619,Banda Sinaloense MS de Sergio Lizárraga,0.782,2017-05-01,190773.0,0.547,0.0,5.0,0.0729,-4.524,1.0,142.0,0.043,39161.0,145.055,3.0,Háblame de Ti,https://open.spotify.com/track/4YCWsVdCoVQieev0hyeesj,0.846
501,0.0525,Juanes,0.779,2017-05-01,166600.0,0.659,0.0,0.0,0.128,-5.455,1.0,153.0,0.0808,37829.0,95.003,4.0,Fuego,https://open.spotify.com/track/6SdlwHgDMQ0f2UAbG5nM0a,0.922
502,0.0517,Fleetwood Mac,0.522,2017-05-01,269813.0,0.755,6.63e-05,9.0,0.0781,-6.95,1.0,171.0,0.0524,35553.0,151.796,4.0,The Chain - 2004 Remaster,https://open.spotify.com/track/7Dm3dV3WPNdTgxoNY7YFnc,0.637
503,0.652,Electric Light Orchestra,0.388,2017-05-01,303373.0,0.338,3.72e-06,10.0,0.248,-10.054,1.0,187.0,0.0328,32863.0,177.784,4.0,Mr. Blue Sky,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp,0.477
504,0.115,Katy Perry,0.797,2017-05-01,227292.0,0.791,6e-05,6.0,0.144,-5.799,1.0,190.0,0.0626,32393.0,106.044,4.0,Bon Appétit,https://open.spotify.com/track/14oOKFGuXu8DqvOe1W8vao,0.516
505,0.0353,Jory Boy,0.748,2017-05-01,233251.0,0.69,0.0,0.0,0.315,-3.812,0.0,195.0,0.0477,31698.0,131.972,4.0,No Te Hagas,https://open.spotify.com/track/5hKjEpYrJIJs6uPl7zw6Y6,0.433
506,0.141,The Weeknd,0.678,2017-05-03,230453.0,0.588,6.35e-06,7.0,0.137,-7.015,1.0,77.0,0.276,67371.0,186.005,4.0,Starboy,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,0.486
507,0.00502,Imagine Dragons,0.601,2017-05-03,187761.0,0.834,0.15,0.0,0.121,-3.78,1.0,155.0,0.0455,40212.0,167.879,4.0,Thunder,https://open.spotify.com/track/56lBX2WHqfGuoeZxZvUnVj,0.249
508,0.746,Harry Styles,0.427,2017-05-03,224867.0,0.262,0.0,7.0,0.068,-8.541,1.0,188.0,0.0276,36564.0,104.085,4.0,Sweet Creature,https://open.spotify.com/track/13sXuI5RjMHm7dz7O3spYs,0.228
509,0.136,Starley,0.691,2017-05-04,222000.0,0.821,0.000115,0.0,0.092,-4.527,1.0,178.0,0.0401,38763.0,104.961,4.0,Call on Me - Ryan Riback Remix,https://open.spotify.com/track/56RVUAFH9NF8zhTZ5A9KVF,0.759
510,0.641,Arcangel,0.808,2017-05-04,263288.0,0.586,0.0,10.0,0.14,-7.242,0.0,197.0,0.169,36753.0,124.041,4.0,Me Acostumbre (feat. Bad Bunny),https://open.spotify.com/track/2FIm6YsSGL5acOqSuJDh5s,0.568
511,0.0142,Niall Horan,0.728,2017-05-04,188174.0,0.426,0.0,0.0,0.0546,-6.69,1.0,200.0,0.0509,36467.0,85.908,4.0,Slow Hands,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh,0.844
512,0.154,J Balvin,0.896,2017-05-05,201280.0,0.859,0.000115,11.0,0.212,-4.232,0.0,8.0,0.211,312009.0,93.016,4.0,Sigo Extrañándote,https://open.spotify.com/track/0k23rRi1B8ZHrKtzECGoyk,0.938
513,0.143,Sebastian Yatra,0.783,2017-05-05,228467.0,0.673,0.0,11.0,0.216,-4.938,1.0,38.0,0.0536,145583.0,91.0,4.0,Traicionera,https://open.spotify.com/track/79Jhw5xn4gGn6PZak275gg,0.658
514,0.531,J Balvin,0.689,2017-05-05,205600.0,0.675,3.17e-06,0.0,0.115,-4.281,1.0,46.0,0.32,124118.0,180.065,4.0,Safari,https://open.spotify.com/track/456xBIOmLRoLzCvCzZrWge,0.604
515,0.318,MC Davo,0.845,2017-05-05,202539.0,0.63,0.00162,5.0,0.121,-10.054,0.0,104.0,0.0481,58253.0,127.048,4.0,Mágica,https://open.spotify.com/track/5n9vbOZI9S58CKEDpf9Ahs,0.69
516,0.896,Natalia Lafourcade,0.726,2017-05-05,214547.0,0.177,2.14e-06,1.0,0.116,-14.824,0.0,114.0,0.0353,54382.0,92.934,4.0,Soledad y el Mar (feat. Los Macorinos),https://open.spotify.com/track/1Xtz05nIgJiEYdncfd1w8h,0.618
517,0.0851,Yandel,0.762,2017-05-05,238587.0,0.828,0.0,1.0,0.215,-5.02,0.0,139.0,0.0465,46361.0,90.012,4.0,Mi Religión,https://open.spotify.com/track/2bdD0eYH8XirjVAXq68JAN,0.671
518,0.00497,Café Tacvba,0.787,2017-05-05,198365.0,0.728,0.0,0.0,0.0835,-7.77,1.0,148.0,0.0412,45383.0,124.0,4.0,1-2-3,https://open.spotify.com/track/1JIlQRg9f8Rsx18AemZRch,0.93
519,0.115,J Balvin,0.742,2017-05-05,209427.0,0.893,6.67e-05,10.0,0.125,-2.671,1.0,150.0,0.117,45079.0,177.879,4.0,Bobo,https://open.spotify.com/track/5kdTuoKeqdnblCop75wMuX,0.777
520,0.00128,Gloria Trevi,0.659,2017-05-05,210680.0,0.773,0.0,2.0,0.0846,-5.45,1.0,158.0,0.032,43727.0,130.109,4.0,Cuando Un Hombre Te Enamora,https://open.spotify.com/track/1zonBRtIJCsUPoMAYAlAKN,0.846
521,0.186,Galantis,0.509,2017-05-05,183229.0,0.712,0.0,7.0,0.102,-5.747,1.0,167.0,0.111,42215.0,99.831,4.0,Hunter,https://open.spotify.com/track/3caMfJGFp53NAH2TuigdNj,0.653
522,0.215,Post Malone,0.63,2017-05-08,220293.0,0.804,0.0,6.0,0.253,-4.183,1.0,148.0,0.0363,39031.0,123.146,4.0,Congratulations,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,0.492
523,0.212,Mœnia,0.673,2017-05-08,237000.0,0.711,2.97e-05,5.0,0.107,-6.081,1.0,192.0,0.0306,34384.0,112.063,4.0,Morir Tres Veces,https://open.spotify.com/track/7obrra8VutMXPktd7zGZlA,0.569
524,0.304,Drake,0.804,2017-05-10,298941.0,0.459,0.0862,11.0,0.11,-11.556,1.0,29.0,0.039,162159.0,111.963,4.0,Passionfruit,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz,0.372
525,0.073,Katy Perry,0.451,2017-05-10,237915.0,0.809,0.0,0.0,0.201,-5.327,1.0,57.0,0.141,84659.0,189.888,4.0,Chained To The Rhythm,https://open.spotify.com/track/5pD9x23lsoQr464mlmaKNJ,0.481
526,0.0945,Morat,0.618,2017-05-10,240560.0,0.893,0.0,4.0,0.206,-4.544,1.0,66.0,0.042,78927.0,130.966,4.0,Cómo Te Atreves,https://open.spotify.com/track/7M6CFruBrM5x7u0lTMtm6r,0.77
527,0.616,Denise De Kalafe,0.524,2017-05-10,183213.0,0.19,0.0,2.0,0.249,-16.615,1.0,155.0,0.0493,39737.0,118.518,4.0,Señora... Señora... Señora,https://open.spotify.com/track/1gpnjVCS2P9BPug3FvHpgW,0.563
528,0.000769,Foo Fighters,0.366,2017-05-11,255627.0,0.94,9.42e-05,1.0,0.188,-5.119,0.0,161.0,0.0696,38435.0,130.198,4.0,Best of You,https://open.spotify.com/track/5FZxsHWIvUsmSK1IAvm2pp,0.369
529,0.0577,Miley Cyrus,0.565,2017-05-11,231906.0,0.782,4.16e-05,8.0,0.0757,-6.413,1.0,182.0,0.0506,36066.0,140.004,4.0,Malibu,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O,0.4
530,0.0312,Phoenix,0.526,2017-05-11,248213.0,0.918,0.00887,0.0,0.137,-6.692,1.0,184.0,0.0465,36019.0,98.004,4.0,J-Boy,https://open.spotify.com/track/0uzKfuty82lTHvfGaOLCdV,0.634
531,0.234,Harry Styles,0.386,2017-05-12,229813.0,0.407,1.86e-06,6.0,0.0999,-7.095,0.0,68.0,0.0268,81464.0,69.387,4.0,Two Ghosts,https://open.spotify.com/track/4B1rpPmQXwj78wk6aIGwwU,0.456
532,0.746,Harry Styles,0.427,2017-05-12,224867.0,0.262,0.0,7.0,0.068,-8.541,1.0,75.0,0.0276,70882.0,104.085,4.0,Sweet Creature,https://open.spotify.com/track/5kRPPEWFJIMox5qIkQkiz5,0.228
533,0.45,Calvin Harris,0.754,2017-05-12,272667.0,0.762,6.67e-05,6.0,0.224,-4.486,0.0,85.0,0.0849,65170.0,92.002,4.0,Rollin,https://open.spotify.com/track/3FDrI0FLKzrYQiWxPhqV2W,0.673
534,0.747,Harry Styles,0.537,2017-05-12,227200.0,0.383,0.00025,2.0,0.356,-6.528,1.0,112.0,0.0247,52904.0,104.252,4.0,Meet Me in the Hallway,https://open.spotify.com/track/4u9Y4Z9i9VaAbBK7rW1Rha,0.339
535,0.000569,Harry Styles,0.624,2017-05-12,189613.0,0.673,1.54e-06,4.0,0.104,-4.017,0.0,118.0,0.0268,51072.0,121.986,4.0,Carolina,https://open.spotify.com/track/3Dwq1oiOFys6Sxr5SslmXw,0.458
536,0.0402,Carlos Rivera,0.677,2017-05-12,227907.0,0.937,4.27e-06,6.0,0.121,-4.176,0.0,122.0,0.0555,49164.0,104.958,4.0,Lo Digo,https://open.spotify.com/track/7rOgFcvr8b7DV9NhdR4F4p,0.523
537,0.00064,Harry Styles,0.375,2017-05-12,176387.0,0.93,0.0,2.0,0.318,-2.631,1.0,124.0,0.0561,48981.0,147.124,4.0,Kiwi,https://open.spotify.com/track/33SNO8AaciGbNaQFkxvPrW,0.491
538,0.287,Harry Styles,0.554,2017-05-12,291080.0,0.842,0.0,5.0,0.106,-4.113,1.0,132.0,0.0397,47319.0,114.036,4.0,Only Angel,https://open.spotify.com/track/5Lbsc65org0b85kNsPkluY,0.348
539,0.0476,Imagine Dragons,0.673,2017-05-12,201601.0,0.671,0.0,1.0,0.107,-4.998,1.0,133.0,0.0302,46762.0,134.942,4.0,Whatever It Takes,https://open.spotify.com/track/4izg6Hydc6XGErWW6nbdsV,0.523
540,0.0169,Harry Styles,0.624,2017-05-12,278800.0,0.647,0.0038,3.0,0.221,-4.68,0.0,153.0,0.0335,42839.0,136.022,4.0,Woman,https://open.spotify.com/track/33bURv895AN4FkBvgFo2dx,0.379
541,0.2,Harry Styles,0.389,2017-05-12,253387.0,0.537,3.13e-06,10.0,0.125,-6.761,1.0,155.0,0.0309,42665.0,127.964,5.0,Ever Since New York,https://open.spotify.com/track/5LABCxgmP7DATATIJXOh6n,0.383
542,0.00518,Axwell /\ Ingrosso,0.66,2017-05-12,191893.0,0.832,0.00455,0.0,0.0776,-5.287,1.0,162.0,0.0752,42139.0,120.002,4.0,Renegade,https://open.spotify.com/track/1KuB5AZPLAeDuoawbfQ20L,0.529
543,0.11,Maite Perroni,0.751,2017-05-12,234366.0,0.839,0.0,9.0,0.0865,-3.367,1.0,171.0,0.054,40921.0,95.019,4.0,Loca (feat. Cali Y El Dandee),https://open.spotify.com/track/05ZXXyeZFhZtA6DAP3Aw7x,0.639
544,0.804,Harry Styles,0.671,2017-05-12,211960.0,0.156,0.0518,8.0,0.113,-16.288,1.0,190.0,0.0371,39411.0,94.08,4.0,From the Dining Table,https://open.spotify.com/track/1IF5UcqRO42D12vYwceOY6,0.201
545,0.0429,Juanes,0.73,2017-05-14,167453.0,0.663,0.0,0.0,0.158,-5.448,1.0,129.0,0.0917,39303.0,94.926,4.0,Fuego,https://open.spotify.com/track/1LlqJjBB9Aqbct6Bh6mf4a,0.941
546,0.107,Halsey,0.67,2017-05-17,214802.0,0.585,1.11e-06,6.0,0.131,-4.861,0.0,176.0,0.0354,37455.0,110.03,4.0,Now Or Never,https://open.spotify.com/track/1mDGDb2fUmUMdqV3tb8VKQ,0.447
547,0.175,Selena Gomez,0.953,2017-05-18,214648.0,0.41,0.0,1.0,0.0768,-6.543,1.0,44.0,0.0705,127384.0,121.074,4.0,Bad Liar,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,0.718
548,0.00797,Audioslave,0.614,2017-05-18,293960.0,0.568,0.0,7.0,0.0997,-5.477,0.0,62.0,0.0276,90020.0,107.849,4.0,Like a Stone,https://open.spotify.com/track/2xt2piJx6jlFkjS77YiqpL,0.516
549,0.000203,Soundgarden,0.354,2017-05-18,318587.0,0.825,6.95e-05,6.0,0.0758,-5.325,1.0,98.0,0.0406,57261.0,105.495,4.0,Black Hole Sun,https://open.spotify.com/track/2EoOZnxNgtmZaD8uUmz2nD,0.16
550,0.000336,Audioslave,0.433,2017-05-18,277840.0,0.854,0.000177,9.0,0.162,-3.868,1.0,131.0,0.0483,46274.0,89.4,4.0,Show Me How to Live,https://open.spotify.com/track/21tuvt3CXIsNquc32v8jpc,0.368
551,0.143,Audioslave,0.423,2017-05-18,278973.0,0.845,5.07e-06,11.0,0.213,-3.509,0.0,173.0,0.0559,39443.0,116.602,4.0,Be Yourself,https://open.spotify.com/track/7r9ZTgy31yObGZE6ZYDlQg,0.317
552,0.509,Julión Álvarez y su Norteño Banda,0.661,2017-05-18,200427.0,0.392,0.0,0.0,0.339,-5.33,1.0,174.0,0.0458,39396.0,74.944,4.0,Esta Noche Se Me Olvida,https://open.spotify.com/track/0txIzyerZkWfAaHv8Y5ylw,0.827
553,0.334,Camila Cabello,0.334,2017-05-19,216391.0,0.617,0.0,6.0,0.163,-5.834,0.0,53.0,0.383,110590.0,85.227,4.0,Crying in the Club,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,0.603
554,0.22,Liam Payne,0.874,2017-05-19,204502.0,0.497,0.0,6.0,0.0761,-5.484,1.0,55.0,0.0562,105162.0,106.023,4.0,Strip That Down,https://open.spotify.com/track/4Ro98RCK90oHqqSZUnTFq5,0.542
555,0.0182,Katy Perry,0.835,2017-05-19,242174.0,0.719,1.9e-05,5.0,0.127,-5.167,0.0,67.0,0.0559,86794.0,119.946,4.0,Swish Swish,https://open.spotify.com/track/3VRk65lHSwqd90TAkQqhvB,0.532
556,0.0824,OneRepublic,0.688,2017-05-19,223210.0,0.763,0.0,5.0,0.143,-3.732,1.0,119.0,0.0444,50630.0,99.987,4.0,No Vacancy (with Sebastián Yatra),https://open.spotify.com/track/3Gqj86AgnD8EiIOFIGLubs,0.59
557,0.08,Muse,0.325,2017-05-19,228141.0,0.418,0.000335,0.0,0.158,-6.052,1.0,122.0,0.0582,50289.0,190.738,3.0,Dig Down,https://open.spotify.com/track/7JhTr0G0gr3ESY3B9uqPi4,0.197
558,0.0428,Alan Walker,0.69,2017-05-19,192112.0,0.876,0.0,2.0,0.147,-4.159,1.0,131.0,0.059,47985.0,123.994,4.0,Tired,https://open.spotify.com/track/3b5Li4QKDVBx1x7fQuu54a,0.493
559,0.118,Robin Schulz,0.653,2017-05-19,189307.0,0.81,0.0,7.0,0.126,-6.032,0.0,144.0,0.0558,44870.0,121.951,4.0,OK,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS,0.583
560,0.549,Manuel Turizo,0.788,2017-05-19,213027.0,0.477,0.0,4.0,0.349,-7.348,1.0,149.0,0.0434,44014.0,94.983,4.0,Una Lady Como Tú,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,0.86
561,0.00348,Iggy Azalea,0.914,2017-05-19,189600.0,0.624,0.00389,11.0,0.395,-6.112,0.0,153.0,0.0531,43907.0,109.977,4.0,Switch,https://open.spotify.com/track/02LZ1fGJE8fB56yTlCVMEV,0.346
562,0.171,Brytiago,0.615,2017-05-20,236907.0,0.752,0.0,5.0,0.474,-4.342,0.0,183.0,0.0572,38639.0,172.0,4.0,Bebé - Remix,https://open.spotify.com/track/2jVJYU4X3aD8hlTco3MlsN,0.868
563,0.672,Los Plebes del Rancho de Ariel Camacho,0.601,2017-05-20,176498.0,0.621,0.0,5.0,0.116,-3.829,1.0,188.0,0.0319,37770.0,157.238,3.0,Por Enamorarme,https://open.spotify.com/track/45RaWQq1WhTt8D03FBKHHK,0.825
564,0.48,Calibre 50,0.883,2017-05-20,124333.0,0.84,0.0,10.0,0.0911,-3.15,1.0,190.0,0.0403,37485.0,119.777,4.0,Las Ultras,https://open.spotify.com/track/2msDy1JG13BnX9knEkgDJw,0.957
565,0.246,Liam Payne,0.869,2017-05-22,204502.0,0.485,0.0,6.0,0.0765,-5.595,1.0,86.0,0.0545,59011.0,106.028,4.0,Strip That Down,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,0.527
566,0.405,Camila Cabello,0.393,2017-05-22,221881.0,0.555,0.0,10.0,0.105,-6.096,0.0,167.0,0.276,37092.0,167.999,4.0,I Have Questions,https://open.spotify.com/track/3NgCzSW98SsqBdpYcnm4kv,0.22
567,0.124,Martin Garrix,0.611,2017-05-26,221904.0,0.644,0.0,6.0,0.124,-7.607,0.0,74.0,0.0553,77518.0,105.969,4.0,There for You,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,0.13
568,0.433,Julión Álvarez y su Norteño Banda,0.722,2017-05-26,179107.0,0.497,0.0,0.0,0.38,-4.996,1.0,107.0,0.0378,57902.0,128.044,4.0,Afuera Está Lloviendo,https://open.spotify.com/track/3Pl8hFbxhNvvYDsMTawmVL,0.596
569,0.522,Julión Álvarez y su Norteño Banda,0.546,2017-05-26,202013.0,0.385,0.0,0.0,0.277,-5.394,1.0,118.0,0.0583,52963.0,112.547,3.0,Esta Noche Se Me Olvida,https://open.spotify.com/track/3bhE8f2wsd26qEvYAiUlrQ,0.779
570,0.589,Shakira,0.764,2017-05-26,189573.0,0.737,0.0,10.0,0.175,-4.694,1.0,181.0,0.0354,40734.0,98.003,4.0,Nada,https://open.spotify.com/track/1D8bmUIhLHEO4KMS2SHwUx,0.447
571,0.01,Halsey,0.69,2017-05-26,221206.0,0.784,4.08e-05,11.0,0.22,-4.724,1.0,200.0,0.056,38103.0,109.969,4.0,Strangers,https://open.spotify.com/track/4C5ewaZ05vyXM23jFJdwd4,0.284
572,0.198,Carlos Vives,0.736,2017-05-27,227707.0,0.964,2.32e-06,0.0,0.336,-2.147,1.0,53.0,0.129,106180.0,179.935,4.0,La Bicicleta,https://open.spotify.com/track/0jSMnY1V9iLW5dJwC6PQly,0.953
573,0.187,Shakira,0.75,2017-05-27,195213.0,0.76,0.0,1.0,0.0548,-4.836,1.0,141.0,0.198,45278.0,183.817,4.0,Perro Fiel (feat. Nicky Jam),https://open.spotify.com/track/0n9lX8fTGbGMencldWHGuv,0.893
574,0.556,Shakira,0.774,2017-05-27,199813.0,0.504,0.0,7.0,0.128,-6.843,0.0,178.0,0.0552,39463.0,132.009,4.0,Trap (feat. Maluma),https://open.spotify.com/track/6h40a4nnPXwV2gkyRCVsr0,0.323
575,0.0571,OneRepublic,0.71,2017-05-28,223190.0,0.73,0.0,5.0,0.139,-4.001,1.0,147.0,0.0607,38362.0,99.986,4.0,No Vacancy,https://open.spotify.com/track/6XOYVSmNDjKUNMXooU4s4z,0.48
576,0.488,Julión Álvarez y su Norteño Banda,0.55,2017-05-29,202013.0,0.386,0.0,0.0,0.277,-5.38,1.0,118.0,0.053,46186.0,112.417,3.0,Esta Noche Se Me Olvida,https://open.spotify.com/track/3XOirfRA6N4eBy0c0e1QdJ,0.791
577,0.187,Shakira,0.75,2017-05-29,195213.0,0.76,0.0,1.0,0.0548,-4.836,1.0,131.0,0.198,44590.0,183.817,4.0,Perro Fiel (feat. Nicky Jam),https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL,0.893
578,0.556,Shakira,0.774,2017-05-29,199813.0,0.504,0.0,7.0,0.128,-6.843,0.0,142.0,0.0552,41563.0,132.009,4.0,Trap (feat. Maluma),https://open.spotify.com/track/7GncL3nyKUjsEm8Z5gvTpW,0.323
579,0.0293,French Montana,0.726,2017-05-29,233833.0,0.769,0.0101,6.0,0.104,-5.043,1.0,200.0,0.123,33511.0,97.985,4.0,Unforgettable,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW,0.733
580,0.0132,J Balvin,0.775,2017-06-03,265747.0,0.867,0.00684,5.0,0.278,-1.582,0.0,59.0,0.0414,94200.0,96.038,4.0,Bonita,https://open.spotify.com/track/0atfY1ew83Ql9nNnJiD2t5,0.869
581,0.132,Major Lazer,0.738,2017-06-03,225850.0,0.814,9.64e-06,7.0,0.126,-4.414,0.0,146.0,0.0999,45874.0,119.041,4.0,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH,0.483
582,0.0162,Fifth Harmony,0.53,2017-06-03,164985.0,0.512,7.04e-05,8.0,0.128,-7.094,1.0,162.0,0.133,41892.0,196.121,4.0,Down,https://open.spotify.com/track/7LEydI5NfjY6mZfKwYIptZ,0.401
583,0.0106,J Balvin,0.782,2017-06-04,265747.0,0.868,0.00252,5.0,0.29,-1.715,0.0,60.0,0.04,79631.0,96.042,4.0,Bonita,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,0.884
584,0.0196,Katy Perry,0.836,2017-06-05,242510.0,0.716,1.83e-05,5.0,0.101,-5.211,0.0,86.0,0.0549,59065.0,119.938,4.0,Swish Swish,https://open.spotify.com/track/2kVHAQKVtczchKctctzbtK,0.534
585,0.413,Julia Michaels,0.706,2017-06-05,176320.0,0.427,0.0,8.0,0.0609,-6.864,1.0,118.0,0.0879,48697.0,113.804,4.0,Issues,https://open.spotify.com/track/6D0b04NJIKfEMg040WioJQ,0.42
586,0.107,Halsey,0.67,2017-06-05,214802.0,0.585,1.11e-06,6.0,0.131,-4.861,0.0,159.0,0.0354,39169.0,110.03,4.0,Now Or Never,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8,0.447
587,0.115,Ariana Grande,0.624,2017-06-05,197253.0,0.618,3.3e-06,8.0,0.104,-4.868,1.0,168.0,0.0322,38238.0,125.036,4.0,One Last Time,https://open.spotify.com/track/7bJwvubZZaoGE1AGEfu8Fi,0.122
588,0.572,Lana Del Rey,0.456,2017-06-05,264066.0,0.672,0.00156,0.0,0.364,-8.62,0.0,182.0,0.069,36733.0,99.998,4.0,Lust For Life (with The Weeknd),https://open.spotify.com/track/4L7Y2OAPiY2I2GndZjAs5K,0.271
589,0.0293,French Montana,0.726,2017-06-05,233902.0,0.769,0.0101,6.0,0.104,-5.043,1.0,189.0,0.123,35949.0,97.985,4.0,Unforgettable,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,0.733
590,0.0457,Major Lazer,0.696,2017-06-08,173910.0,0.849,0.0,7.0,0.372,-4.391,1.0,196.0,0.289,38230.0,108.127,4.0,Buscando Huellas (feat. J Balvin & Sean Paul),https://open.spotify.com/track/6urlj8N8TL3MK0ATNGIZYW,0.502
591,0.219,David Guetta,0.548,2017-06-09,194897.0,0.65,0.0,8.0,0.225,-5.827,0.0,36.0,0.0591,139493.0,144.937,4.0,2U (feat. Justin Bieber),https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,0.557
592,0.372,Katy Perry,0.638,2017-06-09,197849.0,0.619,0.00258,9.0,0.0924,-6.861,0.0,109.0,0.0667,57964.0,120.049,4.0,Déjà Vu,https://open.spotify.com/track/5q9stUg2W38X9PyzgIOdhH,0.171
593,0.329,Christian Nodal,0.637,2017-06-09,233947.0,0.457,0.0,7.0,0.115,-5.786,1.0,122.0,0.0296,54429.0,79.926,4.0,Probablemente,https://open.spotify.com/track/0ib1eHSccu3AZ9UnL4JZdc,0.557
594,0.968,Carla Morrison,0.59,2017-06-09,242447.0,0.115,0.0,2.0,0.0871,-10.034,1.0,169.0,0.0385,43019.0,121.692,4.0,Te Regalo,https://open.spotify.com/track/2Ye46ZY2LKOQTPXaauQisB,0.33
595,0.0824,Taylor Swift,0.752,2017-06-09,231827.0,0.708,0.0,5.0,0.088,-5.462,1.0,176.0,0.0525,41842.0,96.033,4.0,Blank Space,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g,0.546
596,0.033,Katy Perry,0.614,2017-06-09,250511.0,0.602,0.000146,6.0,0.116,-8.759,0.0,177.0,0.0522,41827.0,119.95,4.0,Witness,https://open.spotify.com/track/7iz4bsfPOrK9wzhXkgUfya,0.15
597,0.238,C. Tangana,0.836,2017-06-10,222896.0,0.731,2.19e-05,0.0,0.0698,-4.572,0.0,183.0,0.133,39195.0,100.974,4.0,Mala Mujer,https://open.spotify.com/track/6puxHBNwu2Nmm7uD3Rd2MP,0.473
598,0.00264,Lil Uzi Vert,0.732,2017-06-10,182707.0,0.75,0.0,11.0,0.109,-6.366,0.0,185.0,0.231,38987.0,155.096,4.0,XO TOUR Llif3,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,0.401
599,0.091,Jonas Blue,0.739,2017-06-13,181615.0,0.792,0.0,11.0,0.0516,-4.256,0.0,161.0,0.0418,41701.0,104.016,4.0,Mama,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,0.547
600,0.0408,Carlos Rivera,0.668,2017-06-13,227907.0,0.927,5.63e-06,6.0,0.201,-4.218,0.0,187.0,0.0531,38937.0,104.97,4.0,Lo Digo,https://open.spotify.com/track/7c4gRQ1xIsIB9JhVvtWWIq,0.529
601,0.0852,Guns N' Roses,0.454,2017-06-15,354520.0,0.91,0.0988,6.0,0.116,-7.766,1.0,200.0,0.0446,37748.0,125.116,4.0,Sweet Child O' Mine,https://open.spotify.com/track/7o2CTH4ctstm8TNelqjb51,0.63
602,0.0642,Calvin Harris,0.893,2017-06-16,223413.0,0.745,0.0,11.0,0.0943,-3.105,0.0,76.0,0.0571,74929.0,101.018,4.0,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,0.872
603,0.155,Coldplay,0.348,2017-06-16,274587.0,0.712,0.702,5.0,0.0683,-6.412,1.0,131.0,0.0335,51847.0,73.102,4.0,All I Can Think About Is You,https://open.spotify.com/track/4gDyoe1FImDlXVt58ssnMf,0.424
604,0.0776,The Killers,0.612,2017-06-16,248400.0,0.942,5.97e-06,6.0,0.0867,-2.558,0.0,143.0,0.122,48171.0,106.039,4.0,The Man,https://open.spotify.com/track/3cRQnpGJ2pJEjQxBIdbKZP,0.474
