,artist_id,artist_name
326,943,Depeche Mode
327,406125,Sofía Reyes
328,360787,Carlos Baute
329,1494027,Lady Gaga & Bradley Cooper
330,1494027,Lady Gaga & Bradley Cooper
331,564416,A R I Z O N A
332,1091336,The Chainsmokers & Coldplay
333,1195,Katy Perry
334,484307,Mon Laferte
335,344914,Alejandro Fernández
336,458858,Sebastián Yatra
337,278419,Soda Stereo
338,1087762,Costera
339,1195,Katy Perry
340,338486,Cali Y El Dandee
341,187277,Bag Raiders
342,2487,Jennifer Lopez
343,2300,Adele
344,363417,Carla Morrison
345,500,Bruno Mars
346,2300,Adele
347,23895,U2
348,89,Rihanna
349,447,Lady Gaga
350,533,Aerosmith
351,17657,Yeah Yeah Yeahs
352,365092,Tommy Torres
353,16775,Sia
354,18512,Florence + The Machine
355,43383,Sam Smith
356,371779,Carlos Rivera
357,278311,Kygo
358,13539,Maroon 5
359,12418,Ed Sheeran
360,14717,Romeo Santos
361,1581,Linkin Park
362,158,DJ Khaled
363,49698,Cashmere Cat
364,1695396,Jack Ü & Justin Bieber
365,15740,Lana Del Rey
366,357,Justin Bieber
367,26593,Jon Bellion
368,49549,Danny Ocean
369,150934,The Chainsmokers
370,29472,Imagine Dragons
371,161157,Gerardo Ortiz
372,365,John Legend
373,8362,Enrique Iglesias
374,1576647,Bad Bunny
375,2069,Calvin Harris
376,1084521,Zedd & Alessia Cara
377,480487,Mario Bautista
378,491975,Morat
379,1249778,David Guetta & Afrojack
380,281669,Kevin Roldán
381,335149,Regulo Caro
382,484307,Mon Laferte
383,352970,Ha-Ash
384,36944,Lorde
385,12418,Ed Sheeran
386,12418,Ed Sheeran
387,12418,Ed Sheeran
388,12418,Ed Sheeran
389,1091336,The Chainsmokers & Coldplay
390,12418,Ed Sheeran
391,12418,Ed Sheeran
392,12418,Ed Sheeran
393,12418,Ed Sheeran
394,12418,Ed Sheeran
395,1119780,Luis Fonsi & Daddy Yankee
396,12418,Ed Sheeran
397,1440188,Cardi B
398,12418,Ed Sheeran
399,12418,Ed Sheeran
400,12418,Ed Sheeran
401,158,DJ Khaled
402,358670,Ricardo Arjona
403,27578,StarGate
404,25889,Little Mix
405,278419,Soda Stereo
406,359499,Caifanes
407,36944,Lorde
408,359499,Caifanes
409,406029,Reykon
410,1515154,Arcángel & Bad Bunny
411,26507,Ariana Grande
412,1037688,Burak Yeter
413,452424,Río Roma
414,12418,Ed Sheeran
415,106693,Clean Bandit
416,1407355,Nicky Jam & J Balvin
417,130,Drake
418,130,Drake
419,405252,Ariel Camacho Y Los Plebes Del Rancho
420,344604,Hombres G
421,130,Drake
422,130,Drake
423,168236,Jax Jones
424,860,Gorillaz
425,860,Gorillaz
426,860,Gorillaz
427,339472,ZAYN
428,860,Gorillaz
429,2578,David Guetta
430,1587228,Chris Jeday
431,32131,Wisin
432,640693,Ozuna
433,17764,Jason Derulo
434,150934,The Chainsmokers
435,2069,Calvin Harris
436,5510,Don Omar
437,622140,CNCO
438,1421,Kendrick Lamar
439,278419,Soda Stereo
440,161157,Gerardo Ortiz
441,22457,Harry Styles
442,1405,Shakira
443,150934,The Chainsmokers
444,622140,CNCO
445,860,Gorillaz
446,336020,Natalia Lafourcade
447,615500,Los Plebes del Rancho de Ariel Camacho
448,1296540,Martin Garrix & Dua Lipa
449,150394,Gente De Zona
450,150934,The Chainsmokers
451,1576647,Bad Bunny
452,484852,Millonario & w. corona
453,2197,Future
454,118595,Lord Huron
455,1203660,Ofenbach & Nick Waterhouse
456,72961,Los Fabulosos Cadillacs
457,1494027,Lady Gaga & Bradley Cooper
458,1421,Kendrick Lamar
459,1119780,Luis Fonsi & Daddy Yankee
460,377002,Cheat Codes
461,1421,Kendrick Lamar
462,50963,Nacho
463,452524,Dvicio
464,15740,Lana Del Rey
465,195029,Shawn Mendes
466,405415,Maluma
467,405706,Piso 21
468,22531,Paramore
469,250301,Charlie Puth
470,353538,Chayanne
471,358670,Ricardo Arjona
472,640693,Ozuna
473,1195,Katy Perry
474,278311,Kygo
475,158,DJ Khaled
476,484307,Mon Laferte
477,484307,Mon Laferte
478,860,Gorillaz
479,860,Gorillaz
480,29472,Imagine Dragons
481,860,Gorillaz
482,860,Gorillaz
483,860,Gorillaz
484,484307,Mon Laferte
485,406029,Reykon
486,1440188,Cardi B
487,1405,Shakira
488,1037688,Burak Yeter
489,1405,Shakira
490,484307,Mon Laferte
491,1296540,Martin Garrix & Dua Lipa
492,22457,Harry Styles
493,336020,Natalia Lafourcade
494,2069,Calvin Harris
495,1195,Katy Perry
496,344693,Carlos Vives
497,158,DJ Khaled
498,349674,Julion Alvarez Y Su Norteno Banda
499,161157,Gerardo Ortiz
500,490779,Banda Sinaloense MS de Sergio Lizárraga
501,1467082,Logic & Juanes
502,2579,Fleetwood Mac
503,29232,Electric Light Orchestra
504,1195,Katy Perry
505,150855,Jory Boy
506,2358,The Weeknd
507,29472,Imagine Dragons
508,22457,Harry Styles
509,984358,Starley
510,1515154,Arcángel & Bad Bunny
511,651111,Niall Horan
512,1440188,Cardi B
513,458858,Sebastián Yatra
514,1440188,Cardi B
515,185672,MC Davo
516,336020,Natalia Lafourcade
517,32132,Yandel
518,361468,Café Tacvba
519,1440188,Cardi B
520,344714,Gloria Trevi
521,159154,Galantis
522,326362,Post Malone
523,453399,Moenia
524,130,Drake
525,1195,Katy Perry
526,491975,Morat
527,368121,Denise de Kalafe
528,17237,Foo Fighters
529,805,Miley Cyrus
530,12417,A$AP Rocky
531,22457,Harry Styles
532,22457,Harry Styles
533,2069,Calvin Harris
534,22457,Harry Styles
535,22457,Harry Styles
536,371779,Carlos Rivera
537,22457,Harry Styles
538,22457,Harry Styles
539,29472,Imagine Dragons
540,22457,Harry Styles
541,22457,Harry Styles
542,350758,Axwell
543,284075,Maite Perroni
544,22457,Harry Styles
545,1467082,Logic & Juanes
546,1280104,G-Eazy & Halsey
547,45372,Selena Gomez
548,39547,Audioslave
549,19976,Soundgarden
550,39547,Audioslave
551,39547,Audioslave
552,349674,Julion Alvarez Y Su Norteno Banda
553,609667,Camila Cabello
554,581698,Liam Payne
555,1195,Katy Perry
556,934,OneRepublic
557,47131,PARTYNEXTDOOR
558,456537,Alan Walker
559,175579,Robin Schulz
560,1132272,Manuel Turizo
561,14598,Iggy Azalea
562,1528553,Brytiago & Darell
563,615500,Los Plebes del Rancho de Ariel Camacho
564,347385,Calibre 50
565,581698,Liam Payne
566,609667,Camila Cabello
567,1296540,Martin Garrix & Dua Lipa
568,349674,Julion Alvarez Y Su Norteno Banda
569,349674,Julion Alvarez Y Su Norteno Banda
570,1405,Shakira
571,1280104,G-Eazy & Halsey
572,344693,Carlos Vives
573,1405,Shakira
574,1405,Shakira
575,934,OneRepublic
576,349674,Julion Alvarez Y Su Norteno Banda
577,1405,Shakira
578,1405,Shakira
579,1583,French Montana
580,1440188,Cardi B
581,665,Major Lazer
582,60437,Fifth Harmony
583,1440188,Cardi B
584,1195,Katy Perry
585,409643,Julia Michaels
586,1280104,G-Eazy & Halsey
587,26507,Ariana Grande
588,15740,Lana Del Rey
589,1583,French Montana
590,665,Major Lazer
591,2578,David Guetta
592,1195,Katy Perry
593,1111425,Christian Nodal
594,363417,Carla Morrison
595,1177,Taylor Swift
596,1195,Katy Perry
597,56991,C. Tangana
598,217208,Lil Uzi Vert
599,632979,Jonas Blue
600,371779,Carlos Rivera
601,637,Guns N’ Roses
602,2069,Calvin Harris
603,1091336,The Chainsmokers & Coldplay
604,599,The Killers
605,402322,La Arrolladora Banda El Limón De René Camacho
606,161157,Gerardo Ortiz
607,158,DJ Khaled
608,350758,Axwell
609,29472,Imagine Dragons
610,29472,Imagine Dragons
611,14717,Romeo Santos
612,29472,Imagine Dragons
613,281669,Kevin Roldán
614,347690,Abraham Mateo
615,1440188,Cardi B
616,1560123,Karol G & Anuel AA
617,130,Drake
618,409643,Julia Michaels
619,1440188,Cardi B
620,350758,Axwell
621,632979,Jonas Blue
622,2069,Calvin Harris
623,1407355,Nicky Jam & J Balvin
624,130,Drake
625,2069,Calvin Harris
626,405344,Caloncho
627,500,Bruno Mars
628,1018114,J Alvarez
629,14717,Romeo Santos
630,356622,Melendi
631,409643,Julia Michaels
632,2487,Jennifer Lopez
633,1443544,JD Pantoja
634,1084521,Zedd & Alessia Cara
635,1519,Kesha
636,640693,Ozuna
637,1091336,The Chainsmokers & Coldplay
638,1161865,Chyno Miranda
639,405415,Maluma
640,13531,Demi Lovato
641,45372,Selena Gomez
642,30426,Becky G
643,1091336,The Chainsmokers & Coldplay
644,32131,Wisin
645,1440188,Cardi B
646,338777,Lauv
647,632979,Jonas Blue
648,498,Beyoncé
649,1528553,Brytiago & Darell
650,402425,Felipe Peláez
651,555561,Dua Lipa
652,338486,Cali Y El Dandee
653,453636,Alfredo Olivas
654,12418,Ed Sheeran
655,12418,Ed Sheeran
656,12418,Ed Sheeran
657,1581,Linkin Park
658,12418,Ed Sheeran
659,1581,Linkin Park
660,1581,Linkin Park
661,14717,Romeo Santos
662,576610,Louis Tomlinson
663,14717,Romeo Santos
664,1581,Linkin Park
665,1581,Linkin Park
666,1581,Linkin Park
667,1581,Linkin Park
668,15740,Lana Del Rey
669,2,JAY-Z
670,1581,Linkin Park
671,1581,Linkin Park
672,1581,Linkin Park
673,15740,Lana Del Rey
674,1581,Linkin Park
675,15740,Lana Del Rey
676,1581,Linkin Park
677,12418,Ed Sheeran
678,615500,Los Plebes del Rancho de Ariel Camacho
679,453981,CD9
680,640693,Ozuna
681,1444108,Skrillex & Rick Ross
682,344693,Carlos Vives
683,270709,DaSoul
684,1496274,Alok & Bruno Martini
685,665,Major Lazer
686,14717,Romeo Santos
687,1132272,Manuel Turizo
688,609667,Camila Cabello
689,50963,Nacho
690,1296456,Rvssian
691,1019877,Alex Sensation
692,1019877,Alex Sensation
693,349674,Julion Alvarez Y Su Norteno Banda
694,2525,Macklemore & Ryan Lewis
695,352807,Banda Los Recoditos
696,53932,DJ Arafat
697,17491,Avicii
698,32132,Yandel
699,405344,Caloncho
700,60437,Fifth Harmony
701,185672,MC Davo
702,405344,Caloncho
703,640693,Ozuna
704,1507735,Genius Romanizations
705,609667,Camila Cabello
706,453981,CD9
707,357,Justin Bieber
708,357,Justin Bieber
709,365092,Tommy Torres
710,453636,Alfredo Olivas
711,622140,CNCO
712,32132,Yandel
713,665,Major Lazer
714,453636,Alfredo Olivas
715,438,Chris Brown
716,665,Major Lazer
717,352807,Banda Los Recoditos
718,694,Pink Floyd
719,694,Pink Floyd
720,1402544,Marshmello & Anne-Marie
721,640693,Ozuna
722,1177,Taylor Swift
723,1111425,Christian Nodal
724,1111425,Christian Nodal
725,640693,Ozuna
726,640693,Ozuna
727,640693,Ozuna
728,640693,Ozuna
729,60437,Fifth Harmony
730,665,Major Lazer
731,217208,Lil Uzi Vert
732,60437,Fifth Harmony
733,1111425,Christian Nodal
734,1111425,Christian Nodal
735,665,Major Lazer
736,1452123,Becky G & Natti Natasha
737,1111425,Christian Nodal
738,1162774,El Ezequiel
739,354949,Juan Gabriel
740,354949,Juan Gabriel
741,354949,Juan Gabriel
742,354949,Juan Gabriel
743,354949,Juan Gabriel
744,354949,Juan Gabriel
745,1444143,Billie Eilish & Khalid
746,354949,Juan Gabriel
747,1177,Taylor Swift
748,345,P!nk
749,13539,Maroon 5
750,13539,Maroon 5
751,374824,Joey Montana
752,1177,Taylor Swift
753,396565,XXXTENTACION
754,7922,Logic
755,1177,Taylor Swift
756,26369,Tame Impala
757,1452123,Becky G & Natti Natasha
758,43383,Sam Smith
759,32132,Yandel
760,339472,ZAYN
761,277076,Pablo Alborán
762,32132,Yandel
763,32132,Yandel
764,32132,Yandel
765,32132,Yandel
766,23895,U2
767,343628,Timbiriche
768,43383,Sam Smith
769,127606,Luciano
770,1296456,Rvssian
771,388552,Remmy Valenzuela
772,1296456,Rvssian
773,346345,Pepe Aguilar
774,354376,Luis Miguel
775,344914,Alejandro Fernández
776,344914,Alejandro Fernández
777,354376,Luis Miguel
778,359607,Vicente Fernández
779,354376,Luis Miguel
780,359607,Vicente Fernández
781,91228,Valentin Elizalde
782,11650,Lacrim
783,651111,Niall Horan
784,354376,Luis Miguel
785,405375,Banda Tierra Sagrada
786,344454,Rocío Dúrcal
787,346345,Pepe Aguilar
788,344914,Alejandro Fernández
789,364946,El Chapo De Sinaloa
790,354376,Luis Miguel
791,355169,Pedro Fernández
792,346345,Pepe Aguilar
793,336020,Natalia Lafourcade
794,359607,Vicente Fernández
795,355570,Joan Sebastian
796,359607,Vicente Fernández
797,453706,Mariachi vargas de tecalitlan
798,402322,La Arrolladora Banda El Limón De René Camacho
799,453706,Mariachi vargas de tecalitlan
800,359607,Vicente Fernández
801,651111,Niall Horan
802,360164,José Alfredo Jiménez
803,360164,José Alfredo Jiménez
804,355169,Pedro Fernández
805,359607,Vicente Fernández
806,348219,Banda El Recodo
807,354949,Juan Gabriel
808,344914,Alejandro Fernández
809,62408,Raphael de la Ghetto
810,354376,Luis Miguel
811,326362,Post Malone
812,70113,BTS
813,70113,BTS
814,1660748,Casper & Gigolo y La Exce
815,934,OneRepublic
816,2525,Macklemore & Ryan Lewis
817,278311,Kygo
818,277076,Pablo Alborán
819,17491,Avicii
820,1228503,Virlán García
821,1440188,Cardi B
822,13531,Demi Lovato
823,1119780,Luis Fonsi & Daddy Yankee
824,539524,Matisse & Sadko
825,805,Miley Cyrus
826,357907,Los Enanitos Verdes
827,13531,Demi Lovato
828,359205,Nacha Pop
829,270484,Tatiana Manaois
830,1168575,J.B Priestly
831,749,The White Stripes
832,357907,Los Enanitos Verdes
833,43383,Sam Smith
834,490779,Banda Sinaloense MS de Sergio Lizárraga
835,362561,Bunbury
836,52078,Portugal. The Man
837,250301,Charlie Puth
838,326362,Post Malone
839,459343,Charly Black
840,1560123,Karol G & Anuel AA
841,458858,Sebastián Yatra
842,338486,Cali Y El Dandee
843,13531,Demi Lovato
844,480487,Mario Bautista
845,352970,Ha-Ash
846,458858,Sebastián Yatra
847,345,P!nk
848,640693,Ozuna
849,347385,Calibre 50
850,405156,Leslie Grace
851,45372,Selena Gomez
852,1560123,Karol G & Anuel AA
853,214301,NF
854,45372,Selena Gomez
855,45372,Selena Gomez
856,45372,Selena Gomez
857,7922,Logic
858,1467082,Logic & Juanes
859,1177,Taylor Swift
860,622140,CNCO
861,651111,Niall Horan
862,405706,Piso 21
863,651111,Niall Horan
864,278311,Kygo
865,67223,Yuridia
866,1211823,Mau y Ricky
867,483838,Manuel Medrano
868,1177,Taylor Swift
869,45372,Selena Gomez
870,45372,Selena Gomez
871,1052299,Hailee Steinfeld & Grey
872,1560123,Karol G & Anuel AA
873,354376,Luis Miguel
874,1560123,Karol G & Anuel AA
875,624481,Anuel AA
876,139656,Cosculluela
877,158,DJ Khaled
878,654932,Lil Pump
879,490779,Banda Sinaloense MS de Sergio Lizárraga
880,371779,Carlos Rivera
881,1426472,Anthony Gonzalez & Gael García Bernal
882,148995,Marco Antonio Solís
883,569050,Angélica Vale
884,1251177,Luis Angel Gómez Jaramillo
885,1099086,Karol Sevilla
886,1426472,Anthony Gonzalez & Gael García Bernal
887,1426472,Anthony Gonzalez & Gael García Bernal
888,344580,Bronco
889,1251177,Luis Angel Gómez Jaramillo
890,148995,Marco Antonio Solís
891,148995,Marco Antonio Solís
892,446,Miguel
893,452207,Jorge Blanco
894,371779,Carlos Rivera
895,1099086,Karol Sevilla
896,344580,Bronco
897,1543249,Drake & Michael Jackson
898,13539,Maroon 5
899,13539,Maroon 5
900,405415,Maluma
901,43383,Sam Smith
902,491975,Morat
903,1440188,Cardi B
904,13539,Maroon 5
905,1151884,Alta Consigna
906,491975,Morat
907,13539,Maroon 5
908,16735,The Police
909,43383,Sam Smith
910,455477,Wolfine
911,361720,Yahir
912,624481,Anuel AA
913,860,Gorillaz
914,12418,Ed Sheeran
915,60437,Fifth Harmony
916,1452123,Becky G & Natti Natasha
917,344693,Carlos Vives
918,357853,Paty Cantú
919,344693,Carlos Vives
920,2487,Jennifer Lopez
921,402322,La Arrolladora Banda El Limón De René Camacho
922,357853,Paty Cantú
923,640693,Ozuna
924,555561,Dua Lipa
925,1251177,Luis Angel Gómez Jaramillo
926,1119780,Luis Fonsi & Daddy Yankee
927,277076,Pablo Alborán
928,609667,Camila Cabello
929,277076,Pablo Alborán
930,354376,Luis Miguel
931,539524,Matisse & Sadko
932,1081,Flo Rida
933,352970,Ha-Ash
934,1111425,Christian Nodal
935,1724859,Anitta & J Balvin
936,555561,Dua Lipa
937,453981,CD9
938,405415,Maluma
939,67223,Yuridia
940,354376,Luis Miguel
941,354376,Luis Miguel
942,1296456,Rvssian
943,354376,Luis Miguel
944,354376,Luis Miguel
945,70113,BTS
946,405415,Maluma
947,405415,Maluma
948,354376,Luis Miguel
949,354376,Luis Miguel
950,354376,Luis Miguel
951,354376,Luis Miguel
952,354376,Luis Miguel
953,354376,Luis Miguel
954,12297,Arctic Monkeys
955,41287,DJ Snake
956,106693,Clean Bandit
957,388604,Juan Magán
958,1296302,Martin Garrix & Bebe Rexha
959,32131,Wisin
960,352970,Ha-Ash
961,12418,Ed Sheeran
962,1177,Taylor Swift
963,352970,Ha-Ash
964,32131,Wisin
965,32131,Wisin
966,576610,Louis Tomlinson
967,326362,Post Malone
968,1440188,Cardi B
969,1177,Taylor Swift
970,1151884,Alta Consigna
971,161157,Gerardo Ortiz
972,1205,Mariah Carey
973,1132272,Manuel Turizo
974,609667,Camila Cabello
975,49549,Danny Ocean
976,609667,Camila Cabello
977,250301,Charlie Puth
978,1280104,G-Eazy & Halsey
979,45,Eminem
980,326362,Post Malone
981,45,Eminem
982,1125739,MC Fioti
983,347690,Abraham Mateo
984,1280104,G-Eazy & Halsey
985,1440188,Cardi B
986,1724859,Anitta & J Balvin
987,640693,Ozuna
988,354376,Luis Miguel
989,354244,José Feliciano
990,15441,Wham!
991,26507,Ariana Grande
992,357,Justin Bieber
993,354376,Luis Miguel
994,16775,Sia
995,285859,Bobby Helms
996,1554721,Celia Cruz y La Sonora Matancera
997,59801,Michael Bublé
998,805,Miley Cyrus
999,1467082,Logic & Juanes
1000,377405,Vazquez Sounds
1001,19340,Chuck Berry
1002,1645,Elvis Presley
1003,354376,Luis Miguel
1004,454995,La rondalla de saltillo
1005,1091336,The Chainsmokers & Coldplay
1006,1205,Mariah Carey
1007,354376,Luis Miguel
1008,26507,Ariana Grande
1009,59801,Michael Bublé
1010,8662,The Jackson 5
1011,16450,John Lennon
1012,1476,Wax
1013,1893,Gwen Stefani
1014,354376,Luis Miguel
1015,530082,Grupo Infantil Guarderia Pon
